geo_id,county_name,tot_households21,tot_households_with_internet_access21,fips_cd,pct_internet_access21
0500000US02185,"North Slope Borough, Alaska",2168,1396,2185,64.39114391
0500000US02188,"Northwest Arctic Borough, Alaska",1776,1505,2188,84.74099099
0500000US02195,"Petersburg Borough, Alaska",1254,1033,2195,82.37639553
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",2334,1711,2198,73.30762639
0500000US02220,"Sitka City and Borough, Alaska",3459,3025,2220,87.4530211
0500000US02230,"Skagway Municipality, Alaska",410,365,2230,89.02439024
0500000US02240,"Southeast Fairbanks Census Area, Alaska",2189,1647,2240,75.23983554
0500000US02275,"Wrangell City and Borough, Alaska",928,759,2275,81.7887931
0500000US02282,"Yakutat City and Borough, Alaska",231,191,2282,82.68398268
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",2078,1003,2290,48.26756497
0500000US04001,"Apache County, Arizona",19786,9390,4001,47.45779844
0500000US04003,"Cochise County, Arizona",49680,42355,4003,85.25563607
0500000US04005,"Coconino County, Arizona",51993,42872,4005,82.45725386
0500000US04007,"Gila County, Arizona",22714,17339,4007,76.33618033
0500000US04009,"Graham County, Arizona",12018,9914,4009,82.49292728
0500000US04011,"Greenlee County, Arizona",3304,2832,4011,85.71428571
0500000US04012,"La Paz County, Arizona",8911,6342,4012,71.17046347
0500000US04013,"Maricopa County, Arizona",1665560,1519993,4013,91.26017676
0500000US04015,"Mohave County, Arizona",95169,81528,4015,85.66655108
0500000US04017,"Navajo County, Arizona",37565,26189,4017,69.71649141
0500000US04019,"Pima County, Arizona",423075,380533,4019,89.94457248
0500000US04021,"Pinal County, Arizona",151490,137352,4021,90.66737078
0500000US04023,"Santa Cruz County, Arizona",16651,13771,4023,82.70374152
0500000US04025,"Yavapai County, Arizona",106542,95450,4025,89.58908224
0500000US04027,"Yuma County, Arizona",74678,62978,4027,84.33273521
0500000US05001,"Arkansas County, Arkansas",6559,4938,5001,75.28586675
0500000US05003,"Ashley County, Arkansas",7194,5381,5003,74.79844315
0500000US05005,"Baxter County, Arkansas",19021,15669,5005,82.37737238
0500000US05007,"Benton County, Arkansas",104164,94959,5007,91.16297377
0500000US05009,"Boone County, Arkansas",15172,13043,5009,85.96757184
0500000US05011,"Bradley County, Arkansas",3587,2604,5011,72.59548369
0500000US05013,"Calhoun County, Arkansas",1498,1154,5013,77.03604806
0500000US05015,"Carroll County, Arkansas",11357,9325,5015,82.10795104
0500000US05017,"Chicot County, Arkansas",4008,2990,5017,74.6007984
0500000US05019,"Clark County, Arkansas",7955,6184,5019,77.73727216
0500000US05021,"Clay County, Arkansas",6063,4655,5021,76.77717302
0500000US05023,"Cleburne County, Arkansas",10626,8654,5023,81.44174666
0500000US05025,"Cleveland County, Arkansas",2742,2046,5025,74.61706783
0500000US05027,"Columbia County, Arkansas",7826,5922,5027,75.67084079
0500000US05029,"Conway County, Arkansas",8422,6494,5029,77.1075754
0500000US05031,"Craighead County, Arkansas",42351,36258,5031,85.6130906
0500000US05033,"Crawford County, Arkansas",22731,18606,5033,81.85297611
0500000US05035,"Crittenden County, Arkansas",18587,15632,5035,84.10179157
0500000US05037,"Cross County, Arkansas",6564,5183,5037,78.96099939
0500000US05039,"Dallas County, Arkansas",2289,1621,5039,70.81695063
0500000US05041,"Desha County, Arkansas",4603,3331,5041,72.36584836
0500000US05043,"Drew County, Arkansas",6913,5278,5043,76.34890785
0500000US05045,"Faulkner County, Arkansas",47396,42804,5045,90.31141869
0500000US05047,"Franklin County, Arkansas",6705,4999,5047,74.55630127
0500000US05049,"Fulton County, Arkansas",4780,2960,5049,61.92468619
0500000US05051,"Garland County, Arkansas",43220,35547,5051,82.24664507
0500000US05053,"Grant County, Arkansas",6856,5738,5053,83.69311552
0500000US05055,"Greene County, Arkansas",17741,14985,5055,84.46536272
0500000US05057,"Hempstead County, Arkansas",7355,5704,5057,77.55268525
0500000US05059,"Hot Spring County, Arkansas",11900,9024,5059,75.83193277
0500000US05061,"Howard County, Arkansas",5224,3982,5061,76.22511485
0500000US05063,"Independence County, Arkansas",14417,9820,5063,68.11403205
0500000US05065,"Izard County, Arkansas",4850,3075,5065,63.40206186
0500000US05067,"Jackson County, Arkansas",6116,4657,5067,76.14453891
0500000US05069,"Jefferson County, Arkansas",24278,18330,5069,75.50045309
0500000US05071,"Johnson County, Arkansas",9899,6896,5071,69.66360238
0500000US05073,"Lafayette County, Arkansas",2547,1716,5073,67.37338045
0500000US05075,"Lawrence County, Arkansas",6359,5095,5075,80.1226608
0500000US05077,"Lee County, Arkansas",2586,1965,5077,75.98607889
0500000US05079,"Lincoln County, Arkansas",3378,1967,5079,58.22972173
0500000US05081,"Little River County, Arkansas",4734,3504,5081,74.01774398
0500000US05083,"Logan County, Arkansas",8405,6505,5083,77.39440809
0500000US05085,"Lonoke County, Arkansas",27582,23888,5085,86.6072076
0500000US05087,"Madison County, Arkansas",6250,5215,5087,83.44
0500000US05089,"Marion County, Arkansas",7140,6239,5089,87.38095238
0500000US05091,"Miller County, Arkansas",15863,12624,5091,79.58141587
0500000US05093,"Mississippi County, Arkansas",15005,12187,5093,81.21959347
0500000US05095,"Monroe County, Arkansas",2826,2066,5095,73.10686483
0500000US05097,"Montgomery County, Arkansas",3589,2736,5097,76.23293396
0500000US05099,"Nevada County, Arkansas",3154,2133,5099,67.62840837
0500000US05101,"Newton County, Arkansas",2905,2196,5101,75.59380379
0500000US05103,"Ouachita County, Arkansas",8459,6902,5103,81.59356898
0500000US05105,"Perry County, Arkansas",3829,3030,5105,79.13293288
0500000US05107,"Phillips County, Arkansas",6180,4704,5107,76.11650485
0500000US05109,"Pike County, Arkansas",4007,3079,5109,76.84052907
0500000US05111,"Poinsett County, Arkansas",9082,7128,5111,78.48491522
0500000US05113,"Polk County, Arkansas",7717,6016,5113,77.9577556
0500000US05115,"Pope County, Arkansas",23684,19808,5115,83.6345212
0500000US05117,"Prairie County, Arkansas",3314,2374,5117,71.63548582
0500000US05119,"Pulaski County, Arkansas",167768,143820,5119,85.72552573
0500000US05121,"Randolph County, Arkansas",7190,5106,5121,71.01529903
0500000US05123,"St. Francis County, Arkansas",8102,6036,5123,74.50012343
0500000US05125,"Saline County, Arkansas",48465,42372,5125,87.42804085
0500000US05127,"Scott County, Arkansas",3901,2857,5127,73.23763138
0500000US05129,"Searcy County, Arkansas",2948,2146,5129,72.79511533
0500000US05131,"Sebastian County, Arkansas",51862,42660,5131,82.25675832
0500000US05133,"Sevier County, Arkansas",5543,4306,5133,77.68356486
0500000US05135,"Sharp County, Arkansas",6901,4724,5135,68.45384727
0500000US05137,"Stone County, Arkansas",4731,2852,5137,60.28323822
0500000US05139,"Union County, Arkansas",14940,11473,5139,76.79384203
0500000US05141,"Van Buren County, Arkansas",6833,5164,5141,75.57441826
0500000US05143,"Washington County, Arkansas",93781,81586,5143,86.99629989
0500000US05145,"White County, Arkansas",28788,23993,5145,83.34375434
0500000US05147,"Woodruff County, Arkansas",2626,1629,5147,62.03351104
0500000US05149,"Yell County, Arkansas",7751,6023,5149,77.70610244
0500000US06001,"Alameda County, California",585818,544578,6001,92.96027094
0500000US06003,"Alpine County, California",435,391,6003,89.88505747
0500000US06005,"Amador County, California",15745,13685,6005,86.91648142
0500000US06007,"Butte County, California",83319,74907,6007,89.90386346
0500000US06009,"Calaveras County, California",17198,14734,6009,85.67275265
0500000US06011,"Colusa County, California",7432,5991,6011,80.61087191
0500000US06013,"Contra Costa County, California",408537,387332,6013,94.80952766
0500000US06015,"Del Norte County, California",9530,8559,6015,89.81112277
0500000US06017,"El Dorado County, California",75190,69057,6017,91.84333023
0500000US06019,"Fresno County, California",318322,272175,6019,85.50304409
0500000US06021,"Glenn County, California",9742,8375,6021,85.96797372
0500000US06023,"Humboldt County, California",54495,48469,6023,88.94210478
0500000US06025,"Imperial County, California",47024,41159,6025,87.52764546
0500000US06027,"Inyo County, California",7849,6478,6027,82.53280673
0500000US06029,"Kern County, California",277499,244474,6029,88.09905621
0500000US06031,"Kings County, California",43594,37833,6031,86.78487865
0500000US06033,"Lake County, California",26487,22212,6033,83.8600068
0500000US06035,"Lassen County, California",8925,7706,6035,86.34173669
0500000US06037,"Los Angeles County, California",3363093,3038078,6037,90.33583074
0500000US06039,"Madera County, California",43857,39076,6039,89.09866156
0500000US06041,"Marin County, California",103709,98404,6041,94.88472553
0500000US06043,"Mariposa County, California",7597,6424,6043,84.55969462
0500000US06045,"Mendocino County, California",34557,29705,6045,85.95942935
0500000US06047,"Merced County, California",82760,73854,6047,89.23876269
0500000US06049,"Modoc County, California",3403,2697,6049,79.25359976
0500000US06051,"Mono County, California",5473,4910,6051,89.71313722
0500000US06053,"Monterey County, California",130973,120338,6053,91.8800058
0500000US06055,"Napa County, California",49218,45663,6055,92.77703279
0500000US06057,"Nevada County, California",41415,37499,6057,90.54448871
0500000US06059,"Orange County, California",1066286,999590,6059,93.74501775
0500000US06061,"Placer County, California",152537,141680,6061,92.88238264
0500000US06063,"Plumas County, California",8104,6858,6063,84.6248766
0500000US06065,"Riverside County, California",749976,688734,6065,91.83413869
0500000US06067,"Sacramento County, California",563856,523297,6067,92.80685139
0500000US06069,"San Benito County, California",19852,18491,6069,93.14426758
0500000US06071,"San Bernardino County, California",659928,598543,6071,90.69822769
0500000US06073,"San Diego County, California",1149157,1077653,6073,93.77769965
0500000US06075,"San Francisco County, California",360842,330859,6075,91.69082313
0500000US06077,"San Joaquin County, California",237423,213338,6077,89.85565847
0500000US06079,"San Luis Obispo County, California",108099,98957,6079,91.54293749
0500000US06081,"San Mateo County, California",264323,249952,6081,94.56309137
0500000US06083,"Santa Barbara County, California",148032,135943,6083,91.83352248
0500000US06085,"Santa Clara County, California",650352,616296,6085,94.76345118
0500000US06087,"Santa Cruz County, California",96487,89422,6087,92.67777006
0500000US06089,"Shasta County, California",71107,63189,6089,88.86466874
0500000US06091,"Sierra County, California",1135,874,6091,77.00440529
0500000US06093,"Siskiyou County, California",18768,15880,6093,84.61210571
0500000US06095,"Solano County, California",154987,144242,6095,93.06716047
0500000US06097,"Sonoma County, California",189653,177779,6097,93.73909192
0500000US06099,"Stanislaus County, California",175747,157854,6099,89.81888738
0500000US06101,"Sutter County, California",33041,28950,6101,87.61841349
0500000US06103,"Tehama County, California",24623,20611,6103,83.70629087
0500000US06105,"Trinity County, California",5483,4350,6105,79.33612986
0500000US06107,"Tulare County, California",140670,120580,6107,85.71834791
0500000US06109,"Tuolumne County, California",22831,19814,6109,86.78551093
0500000US06111,"Ventura County, California",275653,253665,6111,92.02330466
0500000US06113,"Yolo County, California",76107,69298,6113,91.05338537
0500000US06115,"Yuba County, California",27567,24483,6115,88.81271085
0500000US08001,"Adams County, Colorado",181211,165373,8001,91.25991248
0500000US08003,"Alamosa County, Colorado",6471,5784,8003,89.38340287
0500000US08005,"Arapahoe County, Colorado",250751,235115,8005,93.76433195
0500000US08007,"Archuleta County, Colorado",5738,5144,8007,89.64796096
0500000US08009,"Baca County, Colorado",1586,1283,8009,80.89533417
0500000US08011,"Bent County, Colorado",1808,1471,8011,81.36061947
0500000US08013,"Boulder County, Colorado",133390,125671,8013,94.21320939
0500000US08014,"Broomfield County, Colorado",30103,28623,8014,95.08354649
0500000US08015,"Chaffee County, Colorado",9066,7584,8015,83.65320979
0500000US08017,"Cheyenne County, Colorado",740,649,8017,87.7027027
0500000US08019,"Clear Creek County, Colorado",4589,4198,8019,91.47962519
0500000US08021,"Conejos County, Colorado",3087,2386,8021,77.29186913
0500000US08023,"Costilla County, Colorado",1530,1272,8023,83.1372549
0500000US08025,"Crowley County, Colorado",1315,1053,8025,80.07604563
0500000US08027,"Custer County, Colorado",2181,1765,8027,80.92618065
0500000US08029,"Delta County, Colorado",12263,9594,8029,78.23534209
0500000US08031,"Denver County, Colorado",322964,295415,8031,91.46994711
0500000US08033,"Dolores County, Colorado",1185,788,8033,66.4978903
0500000US08035,"Douglas County, Colorado",131971,128490,8035,97.36229929
0500000US08037,"Eagle County, Colorado",20084,19109,8037,95.14538936
0500000US08039,"Elbert County, Colorado",9514,8998,8039,94.57641371
0500000US08041,"El Paso County, Colorado",276371,259440,8041,93.87381455
0500000US08043,"Fremont County, Colorado",17677,14604,8043,82.61582848
0500000US08045,"Garfield County, Colorado",22390,20109,8045,89.81241626
0500000US08047,"Gilpin County, Colorado",2853,2564,8047,89.87031195
0500000US08049,"Grand County, Colorado",6238,5683,8049,91.1029176
0500000US08051,"Gunnison County, Colorado",7759,7234,8051,93.23366413
0500000US08053,"Hinsdale County, Colorado",478,435,8053,91.0041841
0500000US08055,"Huerfano County, Colorado",2877,2173,8055,75.53006604
0500000US08057,"Jackson County, Colorado",645,524,8057,81.24031008
0500000US08059,"Jefferson County, Colorado",238372,223927,8059,93.94014398
0500000US08061,"Kiowa County, Colorado",551,459,8061,83.3030853
0500000US08063,"Kit Carson County, Colorado",2979,2634,8063,88.41893253
0500000US08065,"Lake County, Colorado",2837,2484,8065,87.55727882
0500000US08067,"La Plata County, Colorado",22691,19373,8067,85.37746243
0500000US08069,"Larimer County, Colorado",148851,137395,8069,92.30371311
0500000US08071,"Las Animas County, Colorado",6631,5523,8071,83.29060474
0500000US08073,"Lincoln County, Colorado",1922,1500,8073,78.04370447
0500000US08075,"Logan County, Colorado",7985,6912,8075,86.56230432
0500000US08077,"Mesa County, Colorado",63098,56968,8077,90.28495356
0500000US08079,"Mineral County, Colorado",418,378,8079,90.43062201
0500000US08081,"Moffat County, Colorado",5187,4434,8081,85.48293811
0500000US08083,"Montezuma County, Colorado",10520,8477,8083,80.57984791
0500000US08085,"Montrose County, Colorado",17042,14293,8085,83.86926417
0500000US08087,"Morgan County, Colorado",10872,9836,8087,90.47093451
0500000US08089,"Otero County, Colorado",7594,6033,8089,79.44429813
0500000US08091,"Ouray County, Colorado",2435,2143,8091,88.00821355
0500000US08093,"Park County, Colorado",7688,6892,8093,89.64620187
0500000US08095,"Phillips County, Colorado",1760,1383,8095,78.57954545
0500000US08097,"Pitkin County, Colorado",8114,7668,8097,94.50332758
0500000US08099,"Prowers County, Colorado",4507,3724,8099,82.62702463
0500000US08101,"Pueblo County, Colorado",67090,56601,8101,84.36577731
0500000US08103,"Rio Blanco County, Colorado",2513,2312,8103,92.00159172
0500000US08105,"Rio Grande County, Colorado",4657,3625,8105,77.83981104
0500000US08107,"Routt County, Colorado",10279,9460,8107,92.03229886
0500000US08109,"Saguache County, Colorado",3071,2432,8109,79.19244546
0500000US08111,"San Juan County, Colorado",337,265,8111,78.63501484
0500000US08113,"San Miguel County, Colorado",3850,3398,8113,88.25974026
0500000US08115,"Sedgwick County, Colorado",1049,895,8115,85.31935176
0500000US08117,"Summit County, Colorado",11750,11076,8117,94.26382979
0500000US08119,"Teller County, Colorado",11040,10028,8119,90.83333333
0500000US08121,"Washington County, Colorado",2030,1749,8121,86.15763547
0500000US08123,"Weld County, Colorado",115536,105489,8123,91.30400914
0500000US08125,"Yuma County, Colorado",3953,3460,8125,87.5284594
0500000US09110,"Capitol Planning Region, Connecticut",386549,346565,9110,89.65616261
0500000US09120,"Greater Bridgeport Planning Region, Connecticut",117497,105319,9120,89.63548005
0500000US09130,"Lower Connecticut River Valley Planning Region, Connecticut",73084,66445,9130,90.91593235
0500000US09140,"Naugatuck Valley Planning Region, Connecticut",177656,155298,9140,87.41500428
0500000US09150,"Northeastern Connecticut Planning Region, Connecticut",38574,34440,9150,89.28293669
0500000US09160,"Northwest Hills Planning Region, Connecticut",45976,41835,9160,90.99312685
0500000US09170,"South Central Connecticut Planning Region, Connecticut",226154,204604,9170,90.47109492
0500000US09180,"Southeastern Connecticut Planning Region, Connecticut",113810,102559,9180,90.11422546
0500000US09190,"Western Connecticut Planning Region, Connecticut",230507,215490,9190,93.48523038
0500000US10001,"Kent County, Delaware",68705,61391,10001,89.35448657
0500000US10003,"New Castle County, Delaware",220437,202345,10003,91.79266639
0500000US10005,"Sussex County, Delaware",99858,88369,10005,88.49466242
0500000US11001,"District of Columbia, District of Columbia",315785,281424,11001,89.11886252
0500000US12001,"Alachua County, Florida",108597,95050,12001,87.52543809
0500000US12003,"Baker County, Florida",9004,7767,12003,86.26166148
0500000US12005,"Bay County, Florida",74678,67649,12005,90.58758938
0500000US12007,"Bradford County, Florida",9067,7571,12007,83.5006066
0500000US12009,"Brevard County, Florida",246650,225334,12009,91.35779445
0500000US12011,"Broward County, Florida",741973,666698,12011,89.85475213
0500000US12013,"Calhoun County, Florida",4448,3515,12013,79.02428058
0500000US12015,"Charlotte County, Florida",84671,76106,12015,89.884376
0500000US12017,"Citrus County, Florida",67551,59714,12017,88.39839529
0500000US12019,"Clay County, Florida",79704,74878,12019,93.94509686
0500000US12021,"Collier County, Florida",156768,142208,12021,90.71239028
0500000US12023,"Columbia County, Florida",26391,22366,12023,84.74858853
0500000US12027,"DeSoto County, Florida",12340,9394,12027,76.12641815
0500000US12029,"Dixie County, Florida",6164,4463,12029,72.40428293
0500000US12031,"Duval County, Florida",396132,353831,12031,89.3214888
0500000US12033,"Escambia County, Florida",126537,111404,12033,88.04065214
0500000US12035,"Flagler County, Florida",47549,39090,12035,82.20993081
0500000US12037,"Franklin County, Florida",4761,4038,12037,84.81411468
0500000US12039,"Gadsden County, Florida",15885,11418,12039,71.87913126
0500000US12041,"Gilchrist County, Florida",6872,5385,12041,78.36146682
0500000US12043,"Glades County, Florida",4637,3484,12043,75.13478542
0500000US12045,"Gulf County, Florida",5648,4734,12045,83.81728045
0500000US12047,"Hamilton County, Florida",4300,3198,12047,74.37209302
0500000US12049,"Hardee County, Florida",8127,6035,12049,74.25864403
0500000US12051,"Hendry County, Florida",13289,10711,12051,80.60049665
0500000US12053,"Hernando County, Florida",79169,71282,12053,90.03776731
0500000US12055,"Highlands County, Florida",44685,37017,12055,82.83987915
0500000US12057,"Hillsborough County, Florida",559970,515248,12057,92.01350072
0500000US12059,"Holmes County, Florida",7069,5395,12059,76.31913991
0500000US12061,"Indian River County, Florida",65735,57268,12061,87.11949494
0500000US12063,"Jackson County, Florida",16880,13353,12063,79.10545024
0500000US12065,"Jefferson County, Florida",5519,4182,12065,75.77459685
0500000US12067,"Lafayette County, Florida",2555,2197,12067,85.98825832
0500000US12069,"Lake County, Florida",153817,139000,12069,90.36712457
0500000US12071,"Lee County, Florida",311348,280843,12071,90.20228169
0500000US12073,"Leon County, Florida",118755,107512,12073,90.53260915
0500000US12075,"Levy County, Florida",17843,13726,12075,76.92652581
0500000US12077,"Liberty County, Florida",2447,1849,12077,75.56191255
0500000US12079,"Madison County, Florida",6693,4653,12079,69.52039444
0500000US12081,"Manatee County, Florida",161656,145559,12081,90.04243579
0500000US12083,"Marion County, Florida",154996,137393,12083,88.64293272
0500000US12085,"Martin County, Florida",66724,60449,12085,90.59558779
0500000US12086,"Miami-Dade County, Florida",952680,806457,12086,84.65140446
0500000US12087,"Monroe County, Florida",34388,30093,12087,87.51017797
0500000US12089,"Nassau County, Florida",36336,33758,12089,92.90510788
0500000US12091,"Okaloosa County, Florida",83334,75486,12091,90.58247534
0500000US12093,"Okeechobee County, Florida",14919,12102,12093,81.1180374
0500000US12095,"Orange County, Florida",491378,452684,12095,92.12541058
0500000US12097,"Osceola County, Florida",119817,108196,12097,90.30104242
0500000US12099,"Palm Beach County, Florida",589594,527021,12099,89.38710367
0500000US12101,"Pasco County, Florida",223385,197042,12101,88.20735501
0500000US12103,"Pinellas County, Florida",418716,368695,12103,88.0537166
0500000US12105,"Polk County, Florida",264145,225178,12105,85.24787522
0500000US12107,"Putnam County, Florida",29782,24624,12107,82.68081391
0500000US12109,"St. Johns County, Florida",102056,94804,12109,92.89409736
0500000US12111,"St. Lucie County, Florida",126443,115129,12111,91.05209462
0500000US12113,"Santa Rosa County, Florida",69524,63969,12113,92.0099534
0500000US12115,"Sarasota County, Florida",199345,180334,12115,90.4632672
0500000US12117,"Seminole County, Florida",183487,170802,12117,93.08670369
0500000US12119,"Sumter County, Florida",64305,57593,12119,89.56224244
0500000US12121,"Suwannee County, Florida",15453,12852,12121,83.16831683
0500000US12123,"Taylor County, Florida",7465,5951,12123,79.71868721
0500000US12125,"Union County, Florida",4094,3609,12125,88.15339521
0500000US12127,"Volusia County, Florida",232673,203955,12127,87.65735603
0500000US12129,"Wakulla County, Florida",11932,10476,12129,87.79751928
0500000US12131,"Walton County, Florida",31491,28290,12131,89.83519101
0500000US12133,"Washington County, Florida",9095,7565,12133,83.17757009
0500000US13001,"Appling County, Georgia",6890,4783,13001,69.41944848
0500000US13003,"Atkinson County, Georgia",3063,2260,13003,73.78387202
0500000US13005,"Bacon County, Georgia",3909,3056,13005,78.17856229
0500000US13007,"Baker County, Georgia",1097,634,13007,57.79398359
0500000US13009,"Baldwin County, Georgia",15853,13410,13009,84.58966757
0500000US13011,"Banks County, Georgia",6667,5606,13011,84.08579571
0500000US13013,"Barrow County, Georgia",28781,26664,13013,92.64445294
0500000US13015,"Bartow County, Georgia",38429,31361,13015,81.60764006
0500000US13017,"Ben Hill County, Georgia",7126,4667,13017,65.49256245
0500000US13019,"Berrien County, Georgia",6773,5108,13019,75.4170973
0500000US13021,"Bibb County, Georgia",59480,49912,13021,83.91392065
0500000US13023,"Bleckley County, Georgia",4223,3071,13023,72.72081459
0500000US13025,"Brantley County, Georgia",6649,4831,13025,72.65754249
0500000US13027,"Brooks County, Georgia",5957,3923,13027,65.85529629
0500000US13029,"Bryan County, Georgia",15255,13597,13029,89.13143232
0500000US13031,"Bulloch County, Georgia",29634,24910,13031,84.05885132
0500000US13033,"Burke County, Georgia",8913,7403,13033,83.05845394
