fips_cd,geo_id,county_name,sex_ratio17_21,median_age17_21,pct_blck17_21,pct_hisplat17_21
02066,0500000US02066,"Copper River Census Area, Alaska",109,42.8,0.113851992409867,4.85768500948767
02068,0500000US02068,"Denali Borough, Alaska",114.6,45.3,1.18884316415181,0.594421582075903
02070,0500000US02070,"Dillingham Census Area, Alaska",107.1,30.4,1.34721371708512,3.26597264747908
02090,0500000US02090,"Fairbanks North Star Borough, Alaska",118.4,31.9,4.55794707099404,8.25124293610845
02100,0500000US02100,"Haines Borough, Alaska",114.5,41.8,0,6.57769304099142
02105,0500000US02105,"Hoonah-Angoon Census Area, Alaska",128.8,50.7,1.93382036957456,9.88397077782553
02110,0500000US02110,"Juneau City and Borough, Alaska",103.7,38.6,0.998759305210918,7.0409429280397
02122,0500000US02122,"Kenai Peninsula Borough, Alaska",109.6,41.4,0.696632658275281,4.36034133296997
02130,0500000US02130,"Ketchikan Gateway Borough, Alaska",106.6,40.3,0.796326852715403,5.6675514742808
02150,0500000US02150,"Kodiak Island Borough, Alaska",111.5,35.2,1.05159630806476,8.904524133757
02158,0500000US02158,"Kusilvak Census Area, Alaska",119.3,24,0.0239406272444338,1.02944697151065
02164,0500000US02164,"Lake and Peninsula Borough, Alaska",84,33.2,2.23123732251521,0.101419878296146
02170,0500000US02170,"Matanuska-Susitna Borough, Alaska",108.8,35.9,1.33511848474351,5.39384122763489
02180,0500000US02180,"Nome Census Area, Alaska",109.7,29,0.893743793445879,2.00595829195631
02185,0500000US02185,"North Slope Borough, Alaska",147,33.5,0.846755637367694,4.03129314312011
02188,0500000US02188,"Northwest Arctic Borough, Alaska",116.5,28.7,1.11882716049383,2.53343621399177
02195,0500000US02195,"Petersburg Borough, Alaska",107.4,49,1.00950118764846,5.67102137767221
02198,0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",122.4,43,0.271831464492015,3.68671423717295
02220,0500000US02220,"Sitka City and Borough, Alaska",107,39.2,0.598732096736323,7.1378257806997
02230,0500000US02230,"Skagway Municipality, Alaska",100.8,40.5,2.93453724604966,3.76222723852521
02240,0500000US02240,"Southeast Fairbanks Census Area, Alaska",122.9,36.6,1.08044970068623,7.09592641261498
02275,0500000US02275,"Wrangell City and Borough, Alaska",130.5,45.1,0.138760407030527,5.04162812210916
02282,0500000US02282,"Yakutat City and Borough, Alaska",153.2,37.2,3.20284697508897,11.2099644128114
02290,0500000US02290,"Yukon-Koyukuk Census Area, Alaska",109.4,35.6,0.0920301859009755,2.74249953984907
04001,0500000US04001,"Apache County, Arizona",98.8,35.5,0.851473530606412,6.82231883621922
04003,0500000US04003,"Cochise County, Arizona",104.1,41.2,3.89313465289547,35.7137147059764
04005,0500000US04005,"Coconino County, Arizona",97.4,31.5,1.40400987981399,14.5582370879386
04007,0500000US04007,"Gila County, Arizona",99.5,50.3,0.763000131551747,19.1539343368852
04009,0500000US04009,"Graham County, Arizona",115.4,33.8,1.99764058198978,33.2861449731289
04011,0500000US04011,"Greenlee County, Arizona",114.9,35.9,1.91783693146091,47.8830433871306
04012,0500000US04012,"La Paz County, Arizona",107.3,57.1,0.611457405758385,28.2695161769071
04013,0500000US04013,"Maricopa County, Arizona",98.8,36.9,5.62458296944531,31.5259070715101
04015,0500000US04015,"Mohave County, Arizona",102.9,52.3,1.05408142980206,17.1540274714352
04017,0500000US04017,"Navajo County, Arizona",101.9,38.3,1.01210967179131,11.7832453169995
04019,0500000US04019,"Pima County, Arizona",97.8,38.9,3.4430754456492,38.0033872334341
04021,0500000US04021,"Pinal County, Arizona",108.9,39.8,4.6117087667162,30.9106686478455
04023,0500000US04023,"Santa Cruz County, Arizona",92.2,37.2,0.455091334302509,83.2311484735478
04025,0500000US04025,"Yavapai County, Arizona",96.8,54.2,0.648447959484835,14.978463486306
04027,0500000US04027,"Yuma County, Arizona",107,34.8,2.06559444970041,64.7469252601703
05001,0500000US05001,"Arkansas County, Arkansas",96.7,41.4,25.6643316158166,3.69362589011752
05003,0500000US05003,"Ashley County, Arkansas",94.7,42.6,25.0593946906311,5.89298626174982
05005,0500000US05005,"Baxter County, Arkansas",95.8,51.8,0.272446716173209,2.57257208988331
05007,0500000US05007,"Benton County, Arkansas",100.3,35.6,1.80145924655814,17.1009491559471
05009,0500000US05009,"Boone County, Arkansas",97.9,42.2,0.245693684069969,2.74001869408466
05011,0500000US05011,"Bradley County, Arkansas",90.2,40.6,26.3470793620836,15.9101632537511
05013,0500000US05013,"Calhoun County, Arkansas",103.6,44.1,22.2199127000624,4.46892537933902
05015,0500000US05015,"Carroll County, Arkansas",101.7,45.1,0.500816935426582,15.3477303402714
05017,0500000US05017,"Chicot County, Arkansas",100.3,42.9,53.6376741950985,6.07400288322922
05019,0500000US05019,"Clark County, Arkansas",90.2,32.3,24.3822152162826,4.93764198618388
05021,0500000US05021,"Clay County, Arkansas",93.4,42.5,0.586590273514767,0.770752336129868
05023,0500000US05023,"Cleburne County, Arkansas",100.1,49.3,0.265614938828075,2.58773341918867
05025,0500000US05025,"Cleveland County, Arkansas",86.6,42.2,14.5440251572327,0
05027,0500000US05027,"Columbia County, Arkansas",94.6,35.4,35.7868130910359,2.86311936200811
05029,0500000US05029,"Conway County, Arkansas",98.5,42.4,10.4268381108909,4.21037366462029
05031,0500000US05031,"Craighead County, Arkansas",95.4,34.3,15.5058020477816,5.30420932878271
05033,0500000US05033,"Crawford County, Arkansas",97.6,39.2,1.55250235603393,8.23206520840567
05035,0500000US05035,"Crittenden County, Arkansas",91.5,35.4,49.5428027638711,2.8466217054905
05037,0500000US05037,"Cross County, Arkansas",93.3,40.9,15.7189253026277,2.14348981399469
05039,0500000US05039,"Dallas County, Arkansas",94,44.6,43.280662151994,1.09857035364936
05041,0500000US05041,"Desha County, Arkansas",87.3,40.5,48.1526452732004,6.66088464874241
05043,0500000US05043,"Drew County, Arkansas",92.9,37.4,28.8961224373251,3.82616640968534
05045,0500000US05045,"Faulkner County, Arkansas",95.8,33.5,11.7614111420477,4.28683913597584
05047,0500000US05047,"Franklin County, Arkansas",97.8,41.2,0.804242671484352,3.43260096742234
05049,0500000US05049,"Fulton County, Arkansas",96.1,47.9,0.281643472498343,0.455599734923791
05051,0500000US05051,"Garland County, Arkansas",93.3,45,8.29237466647943,6.00036110498124
05053,0500000US05053,"Grant County, Arkansas",100.4,39.9,2.21080839660563,3.03707012058955
05055,0500000US05055,"Greene County, Arkansas",97.9,37.5,2.43074564765137,3.00886893682251
05057,0500000US05057,"Hempstead County, Arkansas",88.3,41,30.3360849056604,13.2959905660377
05059,0500000US05059,"Hot Spring County, Arkansas",110.4,41.6,11.1524051244863,3.6590524534687
05061,0500000US05061,"Howard County, Arkansas",92.2,39.5,20.497906002792,13.2232045912828
05063,0500000US05063,"Independence County, Arkansas",98.4,39.4,1.91819240131231,6.91342999259181
05065,0500000US05065,"Izard County, Arkansas",109.9,47.5,0.878927708196001,2.563539148905
05067,0500000US05067,"Jackson County, Arkansas",98.9,40.4,10.8899158668089,3.0868586325394
05069,0500000US05069,"Jefferson County, Arkansas",98.9,39.6,55.7926069297204,2.28595727210076
05071,0500000US05071,"Johnson County, Arkansas",99.2,38,1.61683363632847,14.187908559935
05073,0500000US05073,"Lafayette County, Arkansas",105.9,47,35.5562529420995,3.16962184214656
05075,0500000US05075,"Lawrence County, Arkansas",100.2,39.8,1.33194205745151,1.73704885833538
05077,0500000US05077,"Lee County, Arkansas",132,41.7,54.9479166666667,2.70606884057971
05079,0500000US05079,"Lincoln County, Arkansas",172.1,39.2,29.85029025359,4.30797433547204
05081,0500000US05081,"Little River County, Arkansas",96.4,42,20.2908129543952,1.75148711169861
05083,0500000US05083,"Logan County, Arkansas",97.1,43,1.43668716841166,3.06117658106014
05085,0500000US05085,"Lonoke County, Arkansas",97.8,36.8,5.61741439098396,4.6935955786736
05087,0500000US05087,"Madison County, Arkansas",104.8,41.9,0.0848690591658584,6.02570320077595
05089,0500000US05089,"Marion County, Arkansas",97.1,51.7,0.758208955223881,2.39402985074627
05091,0500000US05091,"Miller County, Arkansas",98.6,40.1,25.4833819241983,3.57551020408163
05093,0500000US05093,"Mississippi County, Arkansas",96.5,36.6,34.8359757434062,4.58098925988164
05095,0500000US05095,"Monroe County, Arkansas",92.7,45.5,42.879907286687,0.34767492394611
05097,0500000US05097,"Montgomery County, Arkansas",102,50.4,0.539589442815249,4.49266862170088
05099,0500000US05099,"Nevada County, Arkansas",99.3,45,35.2637889688249,0.0119904076738609
05101,0500000US05101,"Newton County, Arkansas",99.1,48.5,0.0544736483725998,1.13032820373145
05103,0500000US05103,"Ouachita County, Arkansas",95.8,44.2,42.1121707935952,2.50678099571266
05105,0500000US05105,"Perry County, Arkansas",103.3,43.8,2.54574383452665,3.08273667462212
05107,0500000US05107,"Phillips County, Arkansas",86.8,39.3,63.8480174909886,2.02091827690126
05109,0500000US05109,"Pike County, Arkansas",97.9,43.4,3.99648231385578,6.6640609732265
05111,0500000US05111,"Poinsett County, Arkansas",95.9,40,4.11855936584525,3.36894709632948
05113,0500000US05113,"Polk County, Arkansas",95.9,44.3,0.405627438899158,6.62353666050524
05115,0500000US05115,"Pope County, Arkansas",98.3,36.1,2.49233007559224,9.52968339817187
05117,0500000US05117,"Prairie County, Arkansas",102.1,45.7,11.0161329159644,1.96243679267999
05119,0500000US05119,"Pulaski County, Arkansas",92,37.6,37.2750552231417,6.28777350847258
05121,0500000US05121,"Randolph County, Arkansas",102.6,39,0.9543433467086,2.40212558290858
05123,0500000US05123,"St. Francis County, Arkansas",127.7,38.8,53.3759471701308,5.49464504931634
05125,0500000US05125,"Saline County, Arkansas",96.5,39.8,8.12538836380286,5.21879190241031
05127,0500000US05127,"Scott County, Arkansas",114.6,41.4,2.93110394842869,7.99758259468171
05129,0500000US05129,"Searcy County, Arkansas",102.8,48.3,0.419207317073171,2.79471544715447
05131,0500000US05131,"Sebastian County, Arkansas",96.7,37.8,6.11297394892959,14.7966640873528
05133,0500000US05133,"Sevier County, Arkansas",100.5,35.2,2.92397660818713,34.0052258305338
05135,0500000US05135,"Sharp County, Arkansas",98.1,47.1,0.962709505306501,2.4531694020762
05137,0500000US05137,"Stone County, Arkansas",97.3,49.7,0.121319961177612,1.9411193788418
05139,0500000US05139,"Union County, Arkansas",94.8,41.4,32.7390351994295,4.06245224389995
05141,0500000US05141,"Van Buren County, Arkansas",97.6,49,0.977856286669611,3.32471137467668
05143,0500000US05143,"Washington County, Arkansas",101.1,32.4,3.44285049404225,17.2121931027666
05145,0500000US05145,"White County, Arkansas",95.8,37.6,4.46967239701589,4.56438533895556
05147,0500000US05147,"Woodruff County, Arkansas",93.7,45.5,28.4067582504342,0.473709142586452
05149,0500000US05149,"Yell County, Arkansas",103.6,39.8,1.84001171360242,20.8599736443946
06001,0500000US06001,"Alameda County, California",97.9,38,10.1983524322334,22.385668084964
06003,0500000US06003,"Alpine County, California",119.2,48.2,0.595238095238095,14.6577380952381
06005,0500000US06005,"Amador County, California",121.1,49.7,2.48659433844619,14.8796608055867
06007,0500000US06007,"Butte County, California",98.6,36.6,1.83538029410145,17.4322116355492
06009,0500000US06009,"Calaveras County, California",99.1,52.3,0.968047807007872,13.0719530750402
06011,0500000US06011,"Colusa County, California",104.7,35.6,1.66207529843893,60.5004591368228
06013,0500000US06013,"Contra Costa County, California",96.7,39.9,8.63087885004257,26.1974634203452
06015,0500000US06015,"Del Norte County, California",114.5,40.1,2.97595371542217,20.4773097089134
06017,0500000US06017,"El Dorado County, California",99.8,46.2,0.860060450862684,13.3086352378154
06019,0500000US06019,"Fresno County, California",100.4,32.6,4.51398095997608,53.9644121018791
06021,0500000US06021,"Glenn County, California",103,35.5,0.585876198779425,42.8770706190061
06023,0500000US06023,"Humboldt County, California",99.7,39.1,1.26994321748143,12.317719357146
06025,0500000US06025,"Imperial County, California",106.1,32.5,2.7153417642779,85.0970002943611
06027,0500000US06027,"Inyo County, California",103.1,44.5,0.467985534992555,23.6758136566688
06029,0500000US06029,"Kern County, California",105.9,32.1,5.38191607298232,54.7391690333067
06031,0500000US06031,"Kings County, California",123.3,32.1,6.59635123479956,55.5472160224377
06033,0500000US06033,"Lake County, California",101.1,44.6,2.39117920559713,22.2143500273067
06035,0500000US06035,"Lassen County, California",184.3,37.3,8.57082157273362,19.7092476251176
06037,0500000US06037,"Los Angeles County, California",98.2,37,7.93654659076903,48.6905860343216
06039,0500000US06039,"Madera County, California",94.7,34.3,2.97177295526666,59.1155696591258
06041,0500000US06041,"Marin County, California",96.9,47.1,2.28403083994253,16.404395034815
06043,0500000US06043,"Mariposa County, California",104.8,51.6,0.865021770682148,12.4063860667634
06045,0500000US06045,"Mendocino County, California",98.9,43.6,0.693731291104945,26.2940546682107
06047,0500000US06047,"Merced County, California",103.1,31.3,2.88626186638008,61.1606663084363
06049,0500000US06049,"Modoc County, California",101.2,47.8,1.97179869311017,15.1553364668119
06051,0500000US06051,"Mono County, California",121.3,40.3,0.135429990218945,27.296666917463
06053,0500000US06053,"Monterey County, California",104.5,34.9,2.49183853396605,59.6785988477126
06055,0500000US06055,"Napa County, California",100.4,42.1,2.05410857739832,34.7260347995245
06057,0500000US06057,"Nevada County, California",98.2,50.1,0.418258399451464,9.78744245273778
06059,0500000US06059,"Orange County, California",98.4,38.5,1.73032775219507,34.0282501336036
06061,0500000US06061,"Placer County, California",96.8,42.1,1.60242799690256,14.6466665001374
06063,0500000US06063,"Plumas County, California",102,51.8,1.74723651367735,9.62253578523763
06065,0500000US06065,"Riverside County, California",100.5,36,6.48541026533922,50.2705937872381
06067,0500000US06067,"Sacramento County, California",96.7,36.6,9.67388932329028,23.8414472374086
06069,0500000US06069,"San Benito County, California",102.2,35.7,0.950591356250691,60.8631116865891
06071,0500000US06071,"San Bernardino County, California",100,33.8,8.02226182377269,54.5792836807272
06073,0500000US06073,"San Diego County, California",102.5,36.3,4.90335122501871,34.3248237350959
06075,0500000US06075,"San Francisco County, California",105.1,38.7,5.21229702528949,15.3869872149462
06077,0500000US06077,"San Joaquin County, California",100.3,34.6,6.97985237345833,42.2844779532438
06079,0500000US06079,"San Luis Obispo County, California",103.2,39.7,1.49838561945886,23.1947406205021
06081,0500000US06081,"San Mateo County, California",99.2,40,2.36056173998804,24.1275928276904
06083,0500000US06083,"Santa Barbara County, California",101.1,33.9,1.88159972835982,46.3651371269136
06085,0500000US06085,"Santa Clara County, California",103.8,37.5,2.45949580284283,25.1079956646456
06087,0500000US06087,"Santa Cruz County, California",99.1,38.5,1.12847158426975,34.0419199082818
06089,0500000US06089,"Shasta County, California",97.8,41.5,1.13172286805727,10.7346030175612
06091,0500000US06091,"Sierra County, California",88,45.9,0.0649561545956479,11.2049366677493
06093,0500000US06093,"Siskiyou County, California",101.3,47.1,1.72816017757242,13.2952821000657
06095,0500000US06095,"Solano County, California",100.1,38.5,13.4139804001489,27.4942848535328
06097,0500000US06097,"Sonoma County, California",96.5,42.5,1.57097084658212,27.5499595937445
06099,0500000US06099,"Stanislaus County, California",99.2,34.4,2.97018019686226,47.9302594936479
06101,0500000US06101,"Sutter County, California",101,35.8,1.89543802987485,31.9479208720226
06103,0500000US06103,"Tehama County, California",99.1,40,0.905960670288469,26.2942841839467
06105,0500000US06105,"Trinity County, California",104.4,53.9,0.556328233657858,7.54836262485776
06107,0500000US06107,"Tulare County, California",100.8,31.3,1.66348548510719,65.761710746732
06109,0500000US06109,"Tuolumne County, California",108.6,48.6,1.70700360226635,12.9102329706931
06111,0500000US06111,"Ventura County, California",99,38.7,1.83210983667651,43.3255053208795
06113,0500000US06113,"Yolo County, California",94.6,31.5,2.62294476772357,32.1075388896324
06115,0500000US06115,"Yuba County, California",102.5,33.2,3.58315506691209,29.4724143077459
08001,0500000US08001,"Adams County, Colorado",103.1,34.2,3.40214653697601,40.9479017183559
08003,0500000US08003,"Alamosa County, Colorado",102,32.9,2.1188251816572,47.5850277828662
08005,0500000US08005,"Arapahoe County, Colorado",99.5,37,11.0030216951265,19.8934656802037
08007,0500000US08007,"Archuleta County, Colorado",102.3,50,0.309037461370317,18.5950101756237
08009,0500000US08009,"Baca County, Colorado",97.8,43.2,0.625177607274794,11.7647058823529
08011,0500000US08011,"Bent County, Colorado",165.3,40.9,5.05033270772906,32.6736051868282
08013,0500000US08013,"Boulder County, Colorado",102.2,37.2,0.901698442106032,13.9656782664513
08014,0500000US08014,"Broomfield County, Colorado",100.8,38.4,1.41959090471409,12.9427624248593
08015,0500000US08015,"Chaffee County, Colorado",107.6,49,1.43033545997119,10.1615558756946
08017,0500000US08017,"Cheyenne County, Colorado",103.2,42,0.295683027794205,11.9455943228859
08019,0500000US08019,"Clear Creek County, Colorado",102.8,49.5,1.43205685796118,7.47851914713058
08021,0500000US08021,"Conejos County, Colorado",101.6,38.7,0.48819105422879,51.6954743369838
08023,0500000US08023,"Costilla County, Colorado",113.4,51.7,0,60.506113164629
08025,0500000US08025,"Crowley County, Colorado",204.1,37.5,4.40345629777335,32.3197075440346
08027,0500000US08027,"Custer County, Colorado",90.9,59,1.71610169491525,8.02966101694915
08029,0500000US08029,"Delta County, Colorado",101.3,47.6,1.34262679471943,15.4466321909228
08031,0500000US08031,"Denver County, Colorado",101.3,34.8,8.96775462330875,29.4349595853984
08033,0500000US08033,"Dolores County, Colorado",123.2,58.6,0,12.3251748251748
08035,0500000US08035,"Douglas County, Colorado",101,39.1,1.50513313764992,9.2365221394088
08037,0500000US08037,"Eagle County, Colorado",114.9,37.8,0.904961126173846,29.4471477564505
08039,0500000US08039,"Elbert County, Colorado",103,46.2,0.25485577480017,7.83488434953856
08041,0500000US08041,"El Paso County, Colorado",103,34.6,6.14733457306679,17.8936707179385
08043,0500000US08043,"Fremont County, Colorado",140.6,44.8,4.45650621339809,13.6327463423593
08045,0500000US08045,"Garfield County, Colorado",105.2,36.8,0.53249701899675,29.1729961941164
08047,0500000US08047,"Gilpin County, Colorado",112.3,49.2,0.860289057123193,9.79008947006194
08049,0500000US08049,"Grand County, Colorado",114.9,43.6,0.870177234627935,9.53995777081067
08051,0500000US08051,"Gunnison County, Colorado",122,36.1,0.884220521037327,9.7382944632366
08053,0500000US08053,"Hinsdale County, Colorado",82.9,56.9,1.04895104895105,5.01165501165501
08055,0500000US08055,"Huerfano County, Colorado",104.6,55.4,0.088404302342714,33.4904965374982
08057,0500000US08057,"Jackson County, Colorado",116.5,55,0.654545454545455,8.07272727272727
08059,0500000US08059,"Jefferson County, Colorado",100.8,40.2,1.13353903435437,15.6952751969386
08061,0500000US08061,"Kiowa County, Colorado",95.6,41.6,0.495049504950495,4.17256011315417
08063,0500000US08063,"Kit Carson County, Colorado",105.9,38.9,0.0848536274925753,18.7526516758591
08065,0500000US08065,"Lake County, Colorado",109.8,35.4,0.188755561547796,30.0256168262101
08067,0500000US08067,"La Plata County, Colorado",101.2,41.3,0.544249456648645,13.0224704973686
08069,0500000US08069,"Larimer County, Colorado",100.2,36.3,0.985423069332055,12.0187780190036
08071,0500000US08071,"Las Animas County, Colorado",111.1,46.4,1.02539398527287,40.9194136673319
08073,0500000US08073,"Lincoln County, Colorado",138.6,38.4,7.97513321492007,19.1296625222025
08075,0500000US08075,"Logan County, Colorado",125.6,38.1,0.900528371238227,17.4316563289685
08077,0500000US08077,"Mesa County, Colorado",98.7,40.3,0.741506933445389,14.9536154119663
08079,0500000US08079,"Mineral County, Colorado",90.9,50.8,1.51133501259446,1.38539042821159
08081,0500000US08081,"Moffat County, Colorado",102.8,37.4,0.626888217522659,16.3293051359517
08083,0500000US08083,"Montezuma County, Colorado",100,45,0.991665380459948,12.9418120080259
08085,0500000US08085,"Montrose County, Colorado",100.3,45.6,0.281137781137781,20.8301833301833
08087,0500000US08087,"Morgan County, Colorado",106.5,36.1,3.11071082167105,36.5906886517944
08089,0500000US08089,"Otero County, Colorado",95.5,40.1,1.28047147066702,42.5930886686311
08091,0500000US08091,"Ouray County, Colorado",101.7,54.4,1.93814432989691,2.02061855670103
08093,0500000US08093,"Park County, Colorado",111.6,51.3,0.276115968706857,6.5692590888173
08095,0500000US08095,"Phillips County, Colorado",103.3,37.8,0,31.4876584389593
08097,0500000US08097,"Pitkin County, Colorado",114.8,45.9,0.131646728864976,10.5603571632992
08099,0500000US08099,"Prowers County, Colorado",103.8,37.9,0.877486210930971,39.0690289152599
08101,0500000US08101,"Pueblo County, Colorado",97.9,39.5,1.8536544582659,43.5059389798929
08103,0500000US08103,"Rio Blanco County, Colorado",105.9,37.5,0.307929176289453,10.715935334873
08105,0500000US08105,"Rio Grande County, Colorado",112,40.7,0.14813523875915,44.4841408156152
08107,0500000US08107,"Routt County, Colorado",108.8,41.5,0.301216916342022,7.02036226354472
08109,0500000US08109,"Saguache County, Colorado",102.4,49.6,1.2246820536976,35.9711100643743
08111,0500000US08111,"San Juan County, Colorado",117.4,45.2,0,16.189111747851
08113,0500000US08113,"San Miguel County, Colorado",118.5,42.1,0.235032162295893,11.1702127659574
08115,0500000US08115,"Sedgwick County, Colorado",112,43.5,0.610004066693778,19.5201301342009
